source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW09,Data 6,WREST1B1,weekly Central Atlantic (PADD 1B) Ending Stocks of Residual Fuel Oil,,,Central Atlantic (PADD 1B) Ending Stocks of Residual Fuel Oil,Central Atlantic (PADD 1B) Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WREST1C1,weekly Lower Atlantic (PADD 1C) Ending Stocks of Residual Fuel Oil,,,Lower Atlantic (PADD 1C) Ending Stocks of Residual Fuel Oil,Lower Atlantic (PADD 1C) Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTP11,weekly East Coast (PADD 1) Ending Stocks of Residual Fuel Oil,East Coast,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTP21,weekly Midwest (PADD 2) Ending Stocks of Residual Fuel Oil,Midwest,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTP31,weekly Gulf Coast (PADD 3) Ending Stocks of Residual Fuel Oil,Gulf Coast,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTP41,weekly Rocky Mountain (PADD 4) Ending Stocks of Residual Fuel Oil,Rocky Mountain,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTP51,weekly West Coast (PADD 5) Ending Stocks of Residual Fuel Oil,West Coast,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WRESTUS1,weekly U.S. Ending Stocks of Residual Fuel Oil,U.S.,,Ending Stocks of Residual Fuel Oil,Ending Stocks of Residual Fuel Oil,Thousand Barrels,weekly
PSW09,Data 6,WTESTUS1,weekly U.S. Ending Stocks excluding SPR of Crude Oil and Petroleum Products,U.S.,,Ending Stocks excluding SPR of Crude Oil and Petroleum Products,Ending Stocks excluding SPR of Crude Oil and Petroleum Products,Thousand Barrels,weekly
PSW09,Data 6,WTTSTUS1,weekly U.S. Ending Stocks of Crude Oil and Petroleum Products,U.S.,,Ending Stocks of Crude Oil and Petroleum Products,Ending Stocks of Crude Oil and Petroleum Products,Thousand Barrels,weekly
PSW09,Data 6,WUOSTUS1,weekly U.S. Ending Stocks of Unfinished Oils,U.S.,,Ending Stocks of Unfinished Oils,Ending Stocks of Unfinished Oils,Thousand Barrels,weekly
PSW09,Data 6,W_EPC0_SAX_YCUOK_MBBL,"weekly Cushing, OK Ending Stocks excluding SPR of Crude Oil",,,"Cushing, OK Ending Stocks excluding SPR of Crude Oil","Cushing, OK Ending Stocks excluding SPR of Crude Oil",Thousand Barrels,weekly
PSW09,Data 6,W_EPC0_SKA_NUS_MBBL,weekly U.S. Crude Oil Stocks in Transit (on Ships) from Alaska,U.S.,,Crude Oil Stocks in Transit (on Ships) from Alaska,Crude Oil Stocks in Transit (on Ships) from Alaska,Thousand Barrels,weekly
PSW09,Data 6,W_EPL0XP_SAE_NUS_MBBL,weekly U.S. Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),U.S.,,Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Ending Stocks of NGPLs/LRGs (Excluding Propane/Propylene),Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_NUS_MBBL,"weekly U.S. Ending Stocks of Propane, fractionated and ready for sale",U.S.,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Propane, fractionated and ready for sale",East Coast,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R1X_MBBL,"weekly New England (PADD 1A) Ending Stocks of Propane, fractionated and ready for sale",,,"New England (PADD 1A) Ending Stocks of Propane, fractionated and ready for sale","New England (PADD 1A) Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R1Y_MBBL,"weekly Central Atlantic (PADD 1B) Ending Stocks of Propane, fractionated and ready for sale",,,"Central Atlantic (PADD 1B) Ending Stocks of Propane, fractionated and ready for sale","Central Atlantic (PADD 1B) Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R1Z_MBBL,"weekly Lower Atlantic (PADD 1C) Ending Stocks of Propane, fractionated and ready for sale",,,"Lower Atlantic (PADD 1C) Ending Stocks of Propane, fractionated and ready for sale","Lower Atlantic (PADD 1C) Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Propane, fractionated and ready for sale",Midwest,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Propane, fractionated and ready for sale",Gulf Coast,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Propane, fractionated and ready for sale",Rocky Mountain,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPLLP0C_SKB_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Propane, fractionated and ready for sale",West Coast,,"Ending Stocks of Propane, fractionated and ready for sale","Ending Stocks of Propane, fractionated and ready for sale",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",East Coast,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Midwest,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Gulf Coast,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Rocky Mountain,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAG55_SAE_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",West Coast,,"Ending Stocks of Conventional Motor Gasoline, Greater than Ed55","Ending Stocks of Conventional Motor Gasoline, Greater than Ed55",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",U.S.,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",East Coast,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Midwest,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Gulf Coast,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Rocky Mountain,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPM0CAL55_SAE_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",West Coast,,"Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower","Ending Stocks of Conventional Motor Gasoline, Ed55 and Lower",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_NUS_MBBL,"weekly U.S. Ending Stocks of Motor Gasoline Blending Components, RBOB",U.S.,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_R10_MBBL,"weekly East Coast (PADD 1) Ending Stocks of Motor Gasoline Blending Components, RBOB",East Coast,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_R20_MBBL,"weekly Midwest (PADD 2) Ending Stocks of Motor Gasoline Blending Components, RBOB",Midwest,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_R30_MBBL,"weekly Gulf Coast (PADD 3) Ending Stocks of Motor Gasoline Blending Components, RBOB",Gulf Coast,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_R40_MBBL,"weekly Rocky Mountain (PADD 4) Ending Stocks of Motor Gasoline Blending Components, RBOB",Rocky Mountain,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOBGRR_SAE_R50_MBBL,"weekly West Coast (PADD 5) Ending Stocks of Motor Gasoline Blending Components, RBOB",West Coast,,"Ending Stocks of Motor Gasoline Blending Components, RBOB","Ending Stocks of Motor Gasoline Blending Components, RBOB",Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Fuel Ethanol,U.S.,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_R10_MBBL,weekly East Coast (PADD 1) Ending Stocks of Fuel Ethanol,East Coast,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_R20_MBBL,weekly Midwest (PADD 2) Ending Stocks of Fuel Ethanol,Midwest,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_R30_MBBL,weekly Gulf Coast (PADD 3) Ending Stocks of Fuel Ethanol,Gulf Coast,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_R40_MBBL,weekly Rocky Mountain (PADD 4) Ending Stocks of Fuel Ethanol,Rocky Mountain,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPOOXE_SAE_R50_MBBL,weekly West Coast (PADD 5) Ending Stocks of Fuel Ethanol,West Coast,,Ending Stocks of Fuel Ethanol,Ending Stocks of Fuel Ethanol,Thousand Barrels,weekly
PSW09,Data 6,W_EPPA_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Asphalt and Road Oil,U.S.,,Ending Stocks of Asphalt and Road Oil,Ending Stocks of Asphalt and Road Oil,Thousand Barrels,weekly
PSW09,Data 6,W_EPPK_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Kerosene,U.S.,,Ending Stocks of Kerosene,Ending Stocks of Kerosene,Thousand Barrels,weekly
PSW09,Data 6,W_EPPO6_SAE_NUS_MBBL,weekly U.S. Ending Stocks of Other Oils (Excluding Fuel Ethanol),U.S.,,Ending Stocks of Other Oils (Excluding Fuel Ethanol),Ending Stocks of Other Oils (Excluding Fuel Ethanol),Thousand Barrels,weekly
PSW09,Data 7,WBCIMUS2,weekly U.S. Imports of Gasoline Blending Components,U.S.,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WBCIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Gasoline Blending Components,East Coast,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WBCIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Gasoline Blending Components,Midwest,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WBCIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Gasoline Blending Components,Gulf Coast,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WBCIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Gasoline Blending Components,Rocky Mountain,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WBCIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Gasoline Blending Components,West Coast,,Imports of Gasoline Blending Components,Imports of Gasoline Blending Components,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMP12,weekly East Coast (PADD 1) Commercial Crude Oil Imports Excluding SPR,East Coast,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMP22,weekly Midwest (PADD 2) Commercial Crude Oil Imports Excluding SPR,Midwest,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMP32,weekly Gulf Coast (PADD 3) Commercial Crude Oil Imports Excluding SPR,Gulf Coast,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMP42,weekly Rocky Mountain (PADD 4) Commercial Crude Oil Imports Excluding SPR,Rocky Mountain,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMP52,weekly West Coast (PADD 5) Commercial Crude Oil Imports Excluding SPR,West Coast,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCEIMUS2,weekly U.S. Commercial Crude Oil Imports Excluding SPR,U.S.,,Commercial Crude Oil Imports Excluding SPR,Commercial Crude Oil Imports Excluding SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WCRIMUS2,weekly U.S. Imports of Crude Oil,U.S.,,Imports of Crude Oil,Imports of Crude Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WCSIMUS2,weekly U.S. Crude Oil Imports by SPR,U.S.,,Crude Oil Imports by SPR,Crude Oil Imports by SPR,Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Gulf Coast,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Rocky Mountain,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD0IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",West Coast,,"Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur","Imports of Distillate Fuel Oil, 0 to 15 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Rocky Mountain,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD1IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",West Coast,,"Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Gulf Coast,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Rocky Mountain,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD2IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",West Coast,,"Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 500 to 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_NUS-Z00_2,"weekly U.S. Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",U.S.,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_R10-Z00_2,"weekly East Coast (PADD 1) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",East Coast,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_R20-Z00_2,"weekly Midwest (PADD 2) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Midwest,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_R30-Z00_2,"weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Gulf Coast,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_R40-Z00_2,"weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Rocky Mountain,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WD3IM_R50-Z00_2,"weekly West Coast (PADD 5) Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",West Coast,,"Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur","Imports of Distillate Fuel Oil, Greater than 2000 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIMUS2,weekly U.S. Imports of Distillate Fuel Oil,U.S.,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Distillate Fuel Oil,East Coast,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Distillate Fuel Oil,Midwest,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Distillate Fuel Oil,Gulf Coast,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Distillate Fuel Oil,Rocky Mountain,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WDIIM_R50-Z00_2,weekly West Coast (PADD 5) Imports of Distillate Fuel Oil,West Coast,,Imports of Distillate Fuel Oil,Imports of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 7,WG1IM_NUS-Z00_2,weekly U.S. Imports of Reformulated Motor Gasoline with Fuel ALcohol,U.S.,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG1IM_R10-Z00_2,weekly East Coast (PADD 1) Imports of Reformulated Motor Gasoline with Fuel ALcohol,East Coast,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG1IM_R20-Z00_2,weekly Midwest (PADD 2) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Midwest,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG1IM_R30-Z00_2,weekly Gulf Coast (PADD 3) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Gulf Coast,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
PSW09,Data 7,WG1IM_R40-Z00_2,weekly Rocky Mountain (PADD 4) Imports of Reformulated Motor Gasoline with Fuel ALcohol,Rocky Mountain,,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Imports of Reformulated Motor Gasoline with Fuel ALcohol,Thousand Barrels per Day,weekly
